Codigo;Producto;P. Venta;P. Mayoreo;Departamento;Existencia;Tipo de Venta;Proveedor
7809818056208;Rejilla Para Pileta 140x140;24200;0;- Sin Departamento -;2;UNIDAD;
7809818346316;Cerradura Cilindrica Yale Ofic.Dormitorio Gris;12000;0;- Sin Departamento -;1;UNIDAD;
7809818346910;Cerradura Cilindrica Oficina-Dormitorio Yale;12000;0;- Sin Departamento -;1;UNIDAD;
7809818468117;Cerradura Robusta Poli Sin Chapa;40500;0;- Sin Departamento -;4;UNIDAD;
7809818468216;Cerradura Robusta Poli con Chapa;43000;0;- Sin Departamento -;2;UNIDAD;
7809824114077;Lija Madera 60;300;0;- Sin Departamento -;428;UNIDAD;ISESA
7809824114084;Lija Madera 80;300;0;- Sin Departamento -;466;UNIDAD;ISESA
7809824114091;Lija Madera 100;300;0;- Sin Departamento -;427;UNIDAD;ferrecentro
7809824114107;Lija Madera 120;300;0;- Sin Departamento -;511;UNIDAD;ferrecentro
7809824114114;Lija Madera 150;300;0;- Sin Departamento -;654;UNIDAD;ferrecentro
7809824114121;Lija Madera 180;300;0;- Sin Departamento -;347;UNIDAD;ISESA
7809824204075;Lija Fierro 60;850;0;- Sin Departamento -;209;UNIDAD;ISESA
7809824204082;Lija Fierro 80;850;0;- Sin Departamento -;123;UNIDAD;ISESA
7809824204099;Lija Fierro 100;850;0;- Sin Departamento -;1143;UNIDAD;ISESA
7809824204105;Lija Fierro 120;850;0;- Sin Departamento -;217;UNIDAD;
7809824204112;Lija Fierro 150;850;0;- Sin Departamento -;435;UNIDAD;
7809824204129;Lija Fierro 180;850;0;- Sin Departamento -;372;UNIDAD;ISESA
7809831002381;Perno Coche Negro 1/4 x 1;5500;0;- Sin Departamento -;20;UNIDAD;mamut
7809831002398;Perno Coche Negro 1/4 x 1 1/4;6300;0;- Sin Departamento -;13;UNIDAD;mamut
7809831002404;Perno Coche Negro 1/4 x 1 1/2;7200;0;- Sin Departamento -;22;UNIDAD;mamut
7809831002428;Perno Coche Negro 1/4 x 2 1/2;12200;0;- Sin Departamento -;33;UNIDAD;mamut
7809831002435;Perno Coche Negro 1/4 x 3;13500;0;- Sin Departamento -;15;UNIDAD;mamut
7809831002459;Perno Coche Negro 1/4 x 4;18800;0;- Sin Departamento -;11;UNIDAD;mamut
7809831002473;Perno Coche Negro 5/16 x 1;11500;0;- Sin Departamento -;9;UNIDAD;mamut
7809831002480;Perno Coche Negro 5/16 x 1 1/4;12000;0;- Sin Departamento -;9;UNIDAD;mamut
7809831002497;Perno Coche Negro 5/16 x 1 1/2;12500;0;- Sin Departamento -;4;UNIDAD;mamut
7809831002503;Perno Coche Negro 5/16 x 2;16000;0;- Sin Departamento -;20;UNIDAD;mamut
7809831002510;Perno Coche Negro 5/16 x 2 1/2;21500;0;- Sin Departamento -;12;UNIDAD;mamut
7809831002527;Perno Coche Negro 5/16 x 3;22000;0;- Sin Departamento -;4;UNIDAD;mamut
7809831002541;Perno Coche Negro 5/16 x 4;23500;0;- Sin Departamento -;6;UNIDAD;mamut
7809831002558;Perno Coche Negro 5/16 x 4 1/2;24500;0;- Sin Departamento -;8;UNIDAD;mamut
7809831002565;Perno Coche Negro 5/16 x 5;25000;0;- Sin Departamento -;1;UNIDAD;mamut
7809831006648;Perno Hex 1/4 x 1;100;0;- Sin Departamento -;870;UNIDAD;mamut
7809831006655;Perno Hex 1/4 x 1 1/4;100;0;- Sin Departamento -;382;UNIDAD;mamut
7809831006662;Perno Hex 1/4 x 1 1/2;150;0;- Sin Departamento -;696;UNIDAD;mamut
7809831006686;Perno Hex 1/4 x 2;150;0;- Sin Departamento -;694;UNIDAD;mamut
7809831006716;Perno Hex 1/4 x 3;250;0;- Sin Departamento -;297;UNIDAD;mamut
7809831014599;Roscalata 6x1/2;1100;0;- Sin Departamento -;33;UNIDAD;mamut
7809831014629;Roscalata 6x1;1600;0;- Sin Departamento -;13;UNIDAD;mamut
7809831014667;Roscalata 8x1;2200;0;- Sin Departamento -;55;UNIDAD;mamut
7809831014674;Roscalata 8x1 1/4;2600;0;- Sin Departamento -;41;UNIDAD;mamut
7809831014681;Roscalata 8x1 1/2;2850;0;- Sin Departamento -;13;UNIDAD;mamut
7809831014711;Roscalata 10x1;2800;0;- Sin Departamento -;34;UNIDAD;mamut
7809831014728;Roscalata 10x1 1/4;3100;0;- Sin Departamento -;26;UNIDAD;mamut
7809831014735;Roscalata 10x1 1/2;3800;0;- Sin Departamento -;24;UNIDAD;
7809831014742;Roscalata 12x1/2;2400;0;- Sin Departamento -;10;UNIDAD;mamut
7809831014773;Roscalata 12x1;3400;0;- Sin Departamento -;24;UNIDAD;mamut
7809831014797;Roscalata 12x1 1/2;5000;0;- Sin Departamento -;20;UNIDAD;mamut
7809831016289;Tuerca Hex. 1/4 Pavonada (caja);2300;0;- Sin Departamento -;73;UNIDAD;mamut
7809831016296;Tuerca Hex. 5/16 Pavonad (caja);3400;0;- Sin Departamento -;33;UNIDAD;mamut
7809831018115;Aglomerado 6(3.5)x20;1500;0;- Sin Departamento -;44;UNIDAD;
7809831018122;Aglomerado 6(3.5)x25;2000;0;- Sin Departamento -;13;UNIDAD;
7809831018139;Aglomerado 6(3.5)x30;2200;0;- Sin Departamento -;43;UNIDAD;
7809831032371;Clavo polvora 1;5900;0;- Sin Departamento -;6;UNIDAD;mamut
7809831032395;Clavo polvora 1 1/2;7900;0;- Sin Departamento -;4;UNIDAD;mamut
7809831032418;Clavo polvora 2 1/2;11500;0;- Sin Departamento -;17;UNIDAD;mamut
7809831032425;Clavo Polvora 3;12950;0;- Sin Departamento -;15;UNIDAD;mamut
7809831033712;Autoperforante Hex C/G 1 (100und);6300;0;- Sin Departamento -;37;UNIDAD;mamut
7809831033743;Autoperforante Hex C/G 1 (200und);12300;0;- Sin Departamento -;5;UNIDAD;mamut
7809831033781;Autoperforante Hex C/G 4;17050;0;- Sin Departamento -;10;UNIDAD;mamut
7809831034436;Roscalata 6x1 1/4;1950;0;- Sin Departamento -;23;UNIDAD;mamut
7809831035952;roscalata 8x2;3600;0;- Sin Departamento -;28;UNIDAD;mamut
7809831035969;Roscalata 10x2;4800;0;- Sin Departamento -;24;UNIDAD;mamut
7809831035976;Roscalata 12x2;6500;0;- Sin Departamento -;22;UNIDAD;mamut
7809831035983;Roscalata 6x1 1/2;2100;0;- Sin Departamento -;26;UNIDAD;
7809831036027;Soberbio 2;5000;0;- Sin Departamento -;47;UNIDAD;
7809831036287;Remache Pop 3.2 x 12 (caja);3000;0;- Sin Departamento -;13;UNIDAD;mamut
7809831036348;Remache Pop 4.0 x 12 (caja);2450;0;- Sin Departamento -;20;UNIDAD;mamut
7809831036379;Remache Pop 4.0 x 21 (caja);3250;0;- Sin Departamento -;20;UNIDAD;mamut
7809831036393;Remache Pop 4.8 x 12 (caja);3500;0;- Sin Departamento -;55;UNIDAD;mamut
7809831042554;Roscalata 6x2;2200;0;- Sin Departamento -;31;UNIDAD;mamut
7809831046828;Tuerca Hex. 1/4 Zincada (Caja);2300;0;- Sin Departamento -;37;UNIDAD;mamut
7809831046835;Tuerca Hex. 5/16 Zincada (caja);3400;0;- Sin Departamento -;74;UNIDAD;
7809831047368;Autoperforante Hex C/G 3/4 (100und);4650;0;- Sin Departamento -;31;UNIDAD;mamut
7809831047580;Lenteja Punta Broca 8x1/2;1900;0;- Sin Departamento -;81;UNIDAD;
7809831048341;Autoperforante Hex C/G 2 Valprik;7500;0;- Sin Departamento -;27;UNIDAD;mamut
7809831048358;Autoperforante Hex S/G 2;6500;0;- Sin Departamento -;53;UNIDAD;
7809831048365;Soberbio 1 1/2;4200;0;- Sin Departamento -;38;UNIDAD;mamut
7809831048570;Golilla Plana 1/4 X Caja;2100;0;- Sin Departamento -;86;UNIDAD;
7809831048587;Golilla Plana 5/16 X Caja;3600;0;- Sin Departamento -;34;UNIDAD;mamut
7809831058104;Lenteja Punta Fina 8x1;2300;0;- Sin Departamento -;114;UNIDAD;
7809831058111;Lenteja Punta Fina 8x1 1/4;2500;0;- Sin Departamento -;43;UNIDAD;
7809831061777;Tarugo Clavo 60x35;3400;0;- Sin Departamento -;4;UNIDAD;mamut
7809831061807;Tarugo Clavo 8x60;7200;0;- Sin Departamento -;2;UNIDAD;mamut
7809831061814;Tarugo Clavo 8x80;8900;0;- Sin Departamento -;502;UNIDAD;
7809831061821;Tarugo clavo 8x100;10700;0;- Sin Departamento -;5;UNIDAD;
7809831061883;Clavo Polvora 3/4;5750;0;- Sin Departamento -;24;UNIDAD;mamut
7809831062880;Aglomerado 6(3.5)x16;1350;0;- Sin Departamento -;164;UNIDAD;
7809831068240;Autoperforante Punta S 10 x 1;7200;0;- Sin Departamento -;38;UNIDAD;
7809831068257;Autoperforante Punta S 10 x 1 1/2;8000;0;- Sin Departamento -;12;UNIDAD;
7809831068264;Autoperforante Punta S 10 x 2;8700;0;- Sin Departamento -;24;UNIDAD;mamut
7809831068271;Autoperforante Punta S 10 x 3;10500;0;- Sin Departamento -;31;UNIDAD;
7809831068318;Autoperforante Hex C/G 1 1/4 (200und);13000;0;- Sin Departamento -;4;UNIDAD;
7809831068325;Autoperforante Hex C/G 1 1/2;6800;0;- Sin Departamento -;93;UNIDAD;
7809831068622;Aglomerado 10(5.0)x30;4050;0;- Sin Departamento -;30;UNIDAD;
7809831068639;Aglomerado 10(5.0)x40;5200;0;- Sin Departamento -;34;UNIDAD;mamut
7809831068646;Aglomerado 10(5.0)x50;5900;0;- Sin Departamento -;7;UNIDAD;
7809831068660;Aglomerado 10(5.0)x75;8950;0;- Sin Departamento -;19;UNIDAD;
7809831069599;Drywall Metal 3;4350;0;- Sin Departamento -;25;UNIDAD;mamut
7809831069728;Lenteja Punta Fina 8x1/2;1600;0;- Sin Departamento -;78;UNIDAD;
7809831069810;Aglomerado 6(3.5)x40;2300;0;- Sin Departamento -;17;UNIDAD;
7809831069834;Aglomerado 6(3.5)x50;2900;0;- Sin Departamento -;22;UNIDAD;mamut
7809831069889;Aglomerado 10(5.0)x35;4200;0;- Sin Departamento -;22;UNIDAD;mamut
7809831071974;Lenteja Punta Broca 8x3/4;2100;0;- Sin Departamento -;25;UNIDAD;
7809831071981;Lenteja Punta Broca 8x1;2600;0;- Sin Departamento -;60;UNIDAD;
7809831071998;Lenteja Punta Broca 8x1 1/4;2700;0;- Sin Departamento -;53;UNIDAD;
7809831072001;Lenteja Punta Broca 8x1 5/8;3500;0;- Sin Departamento -;68;UNIDAD;
7809831074128;Autoperforante Hex S/G 3/4;3950;0;- Sin Departamento -;32;UNIDAD;mamut
7809831074135;Autoperforante Hex S/G 1;4750;0;- Sin Departamento -;37;UNIDAD;mamut
7809831075309;Tarugo Cola Chancho Caja;2000;0;- Sin Departamento -;41;UNIDAD;mamut
7809831075552;Autoperforante Hex S/G 1 1/2;5600;0;- Sin Departamento -;37;UNIDAD;mamut
7809831075743;Autoperforante Hex S/G 1 1/4;5100;0;- Sin Departamento -;44;UNIDAD;mamut
7809831083892;Perno Coche Negro 1/4 x 5;20900;0;- Sin Departamento -;8;UNIDAD;mamut
7809831083908;Perno Coche Negro 1/4 x 6;22500;0;- Sin Departamento -;7;UNIDAD;mamut
7809831085612;Perno Coche Zinc 5/16 x 2 1/2;14050;0;- Sin Departamento -;10;UNIDAD;mamut
7809831085698;Perno Coche Zinc 1/4 x 1;6500;0;- Sin Departamento -;10;UNIDAD;mamut
7809831085704;Perno Coche Zinc 1/4 x 1 1/4;7400;0;- Sin Departamento -;1;UNIDAD;mamut
7809831085711;Perno Coche Zinc 1/4 x 1 1/2;8450;0;- Sin Departamento -;9;UNIDAD;mamut
7809831085728;Perno Coche Zinc 1/4 x 2;10200;0;- Sin Departamento -;8;UNIDAD;mamut
7809831085735;Perno Coche Zinc 1/4 x 2 1/2;12100;0;- Sin Departamento -;6;UNIDAD;mamut
7809831085742;Perno Coche Zinc 1/4 x 3;13800;0;- Sin Departamento -;5;UNIDAD;mamut
7809831085766;Perno Coche Zinc 1/4 x 4;17750;0;- Sin Departamento -;6;UNIDAD;mamut
7809831085773;Perno Coche Zinc 5/16 x 1;10800;0;- Sin Departamento -;5;UNIDAD;mamut
7809831085780;Perno Coche Zinc 5/16 x 1 1/4;11800;0;- Sin Departamento -;16;UNIDAD;mamut
7809831085797;Perno Coche Zinc 5/16 x 1 1/2;12900;0;- Sin Departamento -;15;UNIDAD;mamut
7809831085803;Perno Coche Zinc 5/16 x 2;13500;0;- Sin Departamento -;5;UNIDAD;mamut
7809831087043;Perno Coche Zinc 5/16 x 5;31200;0;- Sin Departamento -;2;UNIDAD;mamut
7809831087685;Perno Coche Zinc 1/4 x 4 1/2;19000;0;- Sin Departamento -;3;UNIDAD;mamut
7809831087746;Tarugo Nylon 6mm X Caja;2500;0;- Sin Departamento -;3;UNIDAD;mamut
7809831087753;Tarugo Nylon 8x40;1500;0;- Sin Departamento -;9;UNIDAD;
7809831087760;Tarugo Nylon 10mm Caja;2000;0;- Sin Departamento -;5;UNIDAD;
7809831096540;Autoperforante Hex C/G 1 1/4 (100und);6500;0;- Sin Departamento -;4;UNIDAD;
7809831096953;Autoperforante Hex C/G 3;9200;0;- Sin Departamento -;10;UNIDAD;
7809831097783;Tornillo De Fibrocemento 10x11/4;2500;0;- Sin Departamento -;3;UNIDAD;mamut
7809831097790;Tornillo De Fibrocemento 8x13/4;2800;0;- Sin Departamento -;8;UNIDAD;mamut
7809831098001;Drywall Metal 1;1700;0;- Sin Departamento -;65;UNIDAD;mamut
7809831098018;Drywall Metal 1 1/4;1950;0;- Sin Departamento -;28;UNIDAD;mamut
7809831098025;Drywall Metal 1 5/8;2500;0;- Sin Departamento -;22;UNIDAD;mamut
7809831098032;Drywall Pta Broca 1;1550;0;- Sin Departamento -;95;UNIDAD;
7809831098049;Drywall Pta Broca 1 1/4;2000;0;- Sin Departamento -;40;UNIDAD;
7809831098056;Drywall Pta Broca 1 5/8;2200;0;- Sin Departamento -;85;UNIDAD;
7809831098070;Drywall Madera 2 (500 Unid.);13000;0;- Sin Departamento -;2;UNIDAD;mamut
7809831101428;Drywall Pta Broca 2;2300;0;- Sin Departamento -;87;UNIDAD;
7809831108144;Drywall Metal 2 1/2 250und;7400;0;- Sin Departamento -;99;UNIDAD;
7809831113599;Autoperforante Punta S 10 X 4 1/2;22200;0;- Sin Departamento -;10;UNIDAD;
7809831116026;Drywall Madera 3;5000;0;- Sin Departamento -;7;UNIDAD;mamut
7809831117665;Lenteja Punta Fina 8x3/4;2100;0;- Sin Departamento -;100;UNIDAD;
7809831117832;Aglomerado 10(5.0)x100/75;11600;0;- Sin Departamento -;21;UNIDAD;
7809831128609;Perno Coche Zinc 1/4 x 5;21800;0;- Sin Departamento -;6;UNIDAD;mamut
7809831140168;Roscalata 6x1 M;1600;0;- Sin Departamento -;30;UNIDAD;mamut
7809831140229;Roscalata 8x1 1/2 M;2850;0;- Sin Departamento -;30;UNIDAD;mamut
7809831146955;Autoperforante Hex S/G 2 1/2;7350;0;- Sin Departamento -;30;UNIDAD;
7809831146962;Autoperforante Hex S/G 3;11300;0;- Sin Departamento -;11;UNIDAD;mamut
7809831150501;Drywall Madera 2 1/2;3800;0;- Sin Departamento -;122;UNIDAD;
7809831150662;Drywall Pta Broca 2 1/2;3700;0;- Sin Departamento -;93;UNIDAD;
7809831150679;Drywall Pta Broca 3;5950;0;- Sin Departamento -;30;UNIDAD;
7809831190132;Autoperforante Hex C/G 5 (50und);11400;0;- Sin Departamento -;5;UNIDAD;
7809831194062;Drywall Madera 1;1700;0;- Sin Departamento -;377;UNIDAD;mamut
7809831194079;Drywall Madera 1 1/4;1950;0;- Sin Departamento -;93;UNIDAD;mamut
7809831194086;Drywall Madera 1 5/8;2200;0;- Sin Departamento -;97;UNIDAD;valprik
7809831194277;Drywall Madera 4;7400;0;- Sin Departamento -;58;UNIDAD;mamut
7809831201807;Drywall Madera 3/4;1150;0;- Sin Departamento -;17;UNIDAD;mamut
7809831202514;Drywall Madera 2;3000;0;- Sin Departamento -;195;UNIDAD;mamut
7809831207854;Drywall Metal 2;2900;0;- Sin Departamento -;50;UNIDAD;mamut
7809839003427;Brocha Condecora 1;900;0;- Sin Departamento -;104;UNIDAD;Comercializadora Feragro SPA
7809839003434;Brocha Condecora 1 1/2;1200;0;- Sin Departamento -;99;UNIDAD;Comercializadora Feragro SPA
7809839003441;Brocha Condecora 2;1600;0;- Sin Departamento -;56;UNIDAD;Comercializadora Feragro SPA
7809839003458;Brocha Condecora 2 1/2;1900;0;- Sin Departamento -;99;UNIDAD;Comercializadora Feragro SPA
7809839003472;Brocha Condecora 4;2900;0;- Sin Departamento -;30;UNIDAD;Comercializadora Feragro SPA
7809839006343;Rodillo Chiporro Natural P/Largo 18cm;7500;0;- Sin Departamento -;19;UNIDAD;HELA
7809839006350;Rodillo Chiporro Natural P/Largo 23cm;8200;0;- Sin Departamento -;18;UNIDAD;HELA
7809839011576;Brocha Condecora 3;2600;0;- Sin Departamento -;35;UNIDAD;Comercializadora Feragro SPA
7809839025849;Rodillo Chiporro Cortagota Hela 18cm;5900;0;- Sin Departamento -;44;UNIDAD;santa ines
7809839025856;Rodillo Chiporro Cortagota Hela 23cm;6350;0;- Sin Departamento -;27;UNIDAD;HELA
7809855040512;Canaleta Electrica C/Pega 20x10mm;1600;0;- Sin Departamento -;134;UNIDAD;santa ines
7809890002735;Perilla Plastica Guinda;500;0;- Sin Departamento -;120;UNIDAD;dvp
7809890003596;Tirador luxor Beige;2500;0;- Sin Departamento -;1;UNIDAD;dvp
7809890003640;Perilla Italiana 40mm Blanca;1300;0;- Sin Departamento -;4;UNIDAD;dvp
7809890003657;Perilla Italiana 40mm Cafe;1300;0;- Sin Departamento -;31;UNIDAD;
7809890004456;Tope De Goma Para Mueble;1000;0;- Sin Departamento -;65;UNIDAD;dvp
7809890008232;Tapacanto DVP Coigue;7550;0;- Sin Departamento -;6;UNIDAD;dvp
7809890008799;Tapacanto DVP Cedro;7550;0;- Sin Departamento -;10;UNIDAD;dvp
7809890012192;Tapacanto DVP Lingue;7550;0;- Sin Departamento -;13;UNIDAD;dvp
7809890013946;Guia Para Puerta De Closeth Blanca;2300;0;- Sin Departamento -;110;UNIDAD;
7809890013953;Guia Para Puerta De Closeth Cafe;2300;0;- Sin Departamento -;97;UNIDAD;
7809890040621;Sello Multiuso Dvp 38mm;12300;0;- Sin Departamento -;2;UNIDAD;dvp
7809890046463;Perchero Peque�o Doble;6500;0;- Sin Departamento -;26;UNIDAD;dvp
785208003265;Anticorrosivo Amanecer 1/8 Negro;3900;0;- Sin Departamento -;9;UNIDAD;Amanecer
7858816105159;Adaptador 16A x 10A IRM;2400;0;- Sin Departamento -;49;UNIDAD;Oscar(castillo)
7858816107184;Adaptador Schuko IRM;3000;0;- Sin Departamento -;38;UNIDAD;Oscar(castillo)
7862117300021;Pega Tanque Negro;10600;0;- Sin Departamento -;8;UNIDAD;cima
7862117300045;Pega Tanque Blanco;10600;0;- Sin Departamento -;12;UNIDAD;cima
7862117300366;Gotita De Pegatanque;2500;0;- Sin Departamento -;0;UNIDAD;
788000428603;Broca Sds Plus 6x160mm;2200;0;- Sin Departamento -;2;UNIDAD;escorpion
788000428627;Broca Sds Plus 6x260mm Hemic;2400;0;- Sin Departamento -;11;UNIDAD;herrera
788000428641;Broca Sds Plus 8x160mm;2400;0;- Sin Departamento -;5;UNIDAD;escorpion
788000428665;Broca Sds Plus 8x260mm;2500;0;- Sin Departamento -;3;UNIDAD;escorpion
788000428719;Broca Sds Plus 10x260mm;3350;0;- Sin Departamento -;5;UNIDAD;escorpion
7891035060007;Brasso;13800;0;- Sin Departamento -;11;UNIDAD;surti venta
7891222043660;Cadena De Flapper;1000;0;- Sin Departamento -;92;UNIDAD;contreras
7891222253489;Tubo Enlogable Plastico Blanco;2500;0;- Sin Departamento -;76;UNIDAD;sigma
7891265687197;Sierra Caladora Starret 100mm;7000;0;- Sin Departamento -;1;UNIDAD;
7891265687210;Sierra Caladora Starret 75mm;5200;0;- Sin Departamento -;0;UNIDAD;
7891345429235;Masking Cinta de Papel 48mm Norton;3300;0;- Sin Departamento -;48;UNIDAD;surti venta
7891395000064;Rodillo Esponja 9cm Tigre;2200;0;- Sin Departamento -;7;UNIDAD;santa ines
7891395041562;Rodillo Esponja 15cm Tigre;2350;0;- Sin Departamento -;22;UNIDAD;santa ines
7891645113131;Sierra copa 54mm;7600;0;- Sin Departamento -;0;UNIDAD;
7891645113179;Sierra Copa 2 1/2(64mm) Nicholson;9500;0;- Sin Departamento -;3;UNIDAD;
7891645113223;Sierra Copa 3(76mm) Nicholson;8600;0;- Sin Departamento -;0;UNIDAD;
7894023014297;Llave Lavadora Doble 1/23/4 Japi #28;11900;0;- Sin Departamento -;8;UNIDAD;importadora y distribuidora tress s.a
78945;Aglomerado De 75mm X Unidad;100;0;- Sin Departamento -;127;UNIDAD;mamut
789451;Autoperforante Punta S De 1 1/2 X Unidad;100;0;- Sin Departamento -;102;UNIDAD;mamut
789452;Autoperforante Punta S De 2 X Unidad;150;0;- Sin Departamento -;100;UNIDAD;mamut
789453;Autoperforante Punta S De 2 1/2 X Unidad;150;0;- Sin Departamento -;64;UNIDAD;mamut
789454;Autoperforante Punta S De 3 X Unidad;250;0;- Sin Departamento -;154;UNIDAD;mamut
789455;Autoperforante Punta S De 4 1/2 X Unidad;250;0;- Sin Departamento -;55;UNIDAD;mamut
789456;Autoperforante Punta S De 1 X Unidad;100;0;- Sin Departamento -;93;UNIDAD;mamut
7894561;Aglomerado De 100mm X Unidad;100;0;- Sin Departamento -;145;UNIDAD;mamut
7894562;Aglomerado De 50mm X Unidad;100;0;- Sin Departamento -;133;UNIDAD;mamut
7895641236542;Clavo De Acero 2.0x30mm (1 1/4);1500;0;- Sin Departamento -;49;UNIDAD;herrera
7896380101467;Mezclador De Pintura 3.6lts P/Taladro;8400;0;- Sin Departamento -;4;UNIDAD;ferrecentro
7896525088370;Disco Corte Metal 4 1/2 x 3mm;1500;0;- Sin Departamento -;77;UNIDAD;
7896525088394;Disco Corte Metal 7 x 3mm;3600;0;- Sin Departamento -;37;UNIDAD;Trentini
7896525088417;Disco Corte Metal 9 x 3mm;4000;0;- Sin Departamento -;61;UNIDAD;
7896525088448;Disco Corte Metal 7 X 1.6mm;3200;0;- Sin Departamento -;9;UNIDAD;Trentini
7896525088486;Disco Desbaste Metal 4 1/2 x 6mm;2800;0;- Sin Departamento -;42;UNIDAD;Trentini
7896525088493;Disco Desbaste Metal 7 1/4 x 6mm;4900;0;- Sin Departamento -;50;UNIDAD;Trentini
7896525093671;Disco Corte Metal 4 1/2 x 1mm;700;0;- Sin Departamento -;200;UNIDAD;Trentini
7898472252552;Grasa En Spray Tekbond 200g;4900;0;- Sin Departamento -;4;UNIDAD;todoferretero
7898543380931;Spray Blanco Brillante Teckbond;3600;0;- Sin Departamento -;3;UNIDAD;santa ines
7898543380979;Spray Amarillo Tekbond;3300;0;- Sin Departamento -;8;UNIDAD;santa ines
7898543380993;Spray Azul Tekbond;3300;0;- Sin Departamento -;3;UNIDAD;santa ines
7898543381075;Spray Verde Tekbond;3300;0;- Sin Departamento -;4;UNIDAD;santa ines
7898543381167;Spray Alta Temperatura Negro ValKolor;5700;0;- Sin Departamento -;21;UNIDAD;valprik
7898543381266;Spray Dorado Tekbond;5400;0;- Sin Departamento -;1;UNIDAD;santa ines
79;Abrazadera Conduit 20mm;150;0;- Sin Departamento -;501;UNIDAD;hoffens
79567520054;WD-40 191ml;9400;0;- Sin Departamento -;1;UNIDAD;
79567520252;WD-40 229ml;9400;0;- Sin Departamento -;1;UNIDAD;escorpion
79567520443;Aceite 3 en 1 162ml;5500;0;- Sin Departamento -;5;UNIDAD;
8006;Concentrado Pintura Violeta;2000;0;- Sin Departamento -;29;UNIDAD;ALPROIN
8013;Concentrado Pintura Amarillo;2000;0;- Sin Departamento -;3;UNIDAD;ALPROIN
8019673060602;Broca Vidrio/Ceramica 6mm Ecef;6050;0;- Sin Departamento -;15;UNIDAD;herrera
8019673240073;Broca Concreto 7mm Ecef;2650;0;- Sin Departamento -;107;UNIDAD;herrera
8019673240080;Broca Concreto 8mm Ecef;2900;0;- Sin Departamento -;44;UNIDAD;herrera
8019673240127;Broca Concreto 12mm Ecef;4700;0;- Sin Departamento -;4;UNIDAD;herrera
8019673620035;Broca Madera 3mm Ecef;1500;0;- Sin Departamento -;29;UNIDAD;Trentini
8019673620042;Broca Madera 4mm Ecef;1600;0;- Sin Departamento -;16;UNIDAD;ante
8019673620066;Broca Madera 6mm Ecef;1950;0;- Sin Departamento -;5;UNIDAD;escorpion
8019673620080;Broca Madera 8mm Ecef;2900;0;- Sin Departamento -;9;UNIDAD;herrera
8019673620103;Broca Madera 10mm Ecef;3600;0;- Sin Departamento -;11;UNIDAD;herrera
8020;Concentrado Pintura Azul;2000;0;- Sin Departamento -;12;UNIDAD;ALPROIN
8030575041421;Desag�e C/Ventana Lavatorio;14800;0;- Sin Departamento -;1;UNIDAD;importadora y distribuidora tress s.a
8030575053738;Desag�e Laton 1 1/4 Cr C/Tapa Loza C/Rebalse;18700;0;- Sin Departamento -;2;UNIDAD;importadora y distribuidora tress s.a
8030575053745;Desague 1 1/4 De Laton;18700;0;- Sin Departamento -;0;UNIDAD;
8030575059198;Manguito Excentrico Wc Tress;8500;0;- Sin Departamento -;1;UNIDAD;importadora y distribuidora tress s.a
8030575059204;Desag�e Extra Largo 1 1/4x180 Mm Pop UP;17800;0;- Sin Departamento -;3;UNIDAD;importadora y distribuidora tress s.a
8035822310039;Coleto De Cuero Doble;12600;0;- Sin Departamento -;5;UNIDAD;mag chile
8037;Concentrado Pintura Verde;2000;0;- Sin Departamento -;26;UNIDAD;ALPROIN
8044;Concentrado Pintura Ocre;2000;0;- Sin Departamento -;0;UNIDAD;ALPROIN
8051;Concentrado Pintura Negro;2000;0;- Sin Departamento -;34;UNIDAD;ALPROIN
8068;Concentrado Pintura Blanco;2000;0;- Sin Departamento -;19;UNIDAD;ALPROIN
8075;Concentrado Pintura Rojo Bermellon;2000;0;- Sin Departamento -;9;UNIDAD;ALPROIN
8082;Concentrado Pintura Rojo Oxido;2000;0;- Sin Departamento -;18;UNIDAD;ALPROIN
8099;Conduit 16 3mts;1600;0;- Sin Departamento -;451;UNIDAD;vitel
8105;Conduit 20mm 3Mtrs;2300;0;- Sin Departamento -;156;UNIDAD;vitel
8112;Conduit 25 3Mts;2600;0;- Sin Departamento -;35;UNIDAD;
8129;Conector Valco-Cobre 20x1/2;2100;0;- Sin Departamento -;67;UNIDAD;
8136;Conector Llave Jardin Bronce 3/4;2600;0;- Sin Departamento -;6;UNIDAD;
8174;Conector Valco-Cobre 25x3/4;2700;0;- Sin Departamento -;9;UNIDAD;
8181;Conector Llave Jardin Plastico 3/4-1x1/2;2000;0;- Sin Departamento -;2;UNIDAD;
8198;Terminal RG6 Coaxial;300;0;- Sin Departamento -;134;UNIDAD;
8259;Conmutador 9/24 Sobrepuesto;2500;0;- Sin Departamento -;24;UNIDAD;
8266;Cono Galvanizado;1100;0;- Sin Departamento -;75;UNIDAD;
8303;Copla Bronce 3/4 - 1/2 So;1700;0;- Sin Departamento -;16;UNIDAD;taumm
8310;Copla Sanitario 50mm;500;0;- Sin Departamento -;61;UNIDAD;hidraulicos
8327;Copla Sanitario 75mm;800;0;- Sin Departamento -;102;UNIDAD;hidraulicos
8358;Copla Blanca 50mm;1200;0;- Sin Departamento -;39;UNIDAD;hidraulicos
8365;Copla Blanca 40mm;1200;0;- Sin Departamento -;87;UNIDAD;
8372;Copla Blanco 75mm;1700;0;- Sin Departamento -;22;UNIDAD;
8389;Copla Bronce 1/2 So;700;0;- Sin Departamento -;57;UNIDAD;taumm
